Rank,URL,Title,Country,Air Date,Time Slot,Episodes,Runtime,Network,Director,Writer,Leads,Leads_Likes,Leads_Max,Score,Voter,Watchers,Genre,Tag
957,https://mydramalist.com/6989-sword-and-flower/cast,Sword and Flower, South Korea ," Jul  3, 2013 - Sep  5, 2013"," Wednesday, Thursday", 20, 1 hr. 4 min.,KBS2,"/people/16625-kim-yong-soo, /people/22951-park-jin-suk",/people/29853-kwon-min-soo,"/people/690-uhm-tae-woong, /people/2991-kim-ok-bin, /people/1507-choi-min-soo, /people/1812-kim-sang-ho",377.5,562,6.9,708,3047,"Action, Historical, Romance, Drama","Political Intrigue, Betrayal, Hidden Identity, Misunderstanding, Cross-Dressing, Gender Bender, Goguryeo Dynasty, Historical Fiction, Secret, Heartbreak"
958,https://mydramalist.com/74393-next-door-witch-j/cast,Next Door Witch J, South Korea ," Jun  4, 2021", Friday, 12, 11 min.,Viki,/people/54413-yoon-ji-hoon,n/a,"/people/819-park-ji-yeon, /people/11733-lee-tae-sun, /people/20269-jang-eui-soo, /people/53043-go-sung-min",587.75,1000,7.2,874,3041,"Comedy, Romance, Drama","Web Series, Love Triangle, Smart Male Lead, Male Chases Female First, Cosmetic Industry, Age Gap [Real Life], Short Length Series, Awkward Male Lead, Caring Male Lead, Cosmetic Company"
959,https://mydramalist.com/74307-my-fuxxxxx-romance/cast,My Fuxxxxx Romance, South Korea ," Oct 11, 2020 - Oct 29, 2020"," Thursday, Sunday", 6, 15 min.,"Naver TV Cast, vLive",/people/75151-baek-min-hee,n/a,"/people/32411-kim-lee-kyung, /people/19823-oh-dong-min, /people/18691-hana, /people/53853-kim-seung-ho",50.25,86,7.0,1557,3023,"Friendship, Romance, Drama","Open Relationship, Miniseries, Obsessive-compulsive Disorder (OCD), Web Series, Influencer, LGBTQ+, Age Gap [Real Life], Short Length Series, Mental Illness, Steamy Kiss"
960,https://mydramalist.com/8350-please-remember-princess/cast,"Please Remember, Princess", South Korea ," Nov  4, 2013 - Dec 11, 2013"," Monday, Wednesday", 12, 10 min.,CGV,n/a,n/a,"/people/1412-lee-sung-yeol, /people/1870-nam-ji-hyun",660.5,1135,7.1,1170,3023,"Comedy, Romance, Youth","Web Series, Theater, Short Length Series, University, Student, School"
961,https://mydramalist.com/29445-bad-papa/cast,Bad Papa, South Korea ," Oct  1, 2018 - Nov 27, 2018"," Monday, Tuesday", 32, 35 min.,MBC,/people/21057-jin-chang-gyu,/people/21058-kim-sung-min,"/people/181-jang-hyuk, /people/3760-son-yeo-eun, /people/13190-shin-eun-soo, /people/16762-ha-joon, /people/2542-kim-jae-kyung",1056.2,4088,7.7,893,3020,"Adventure, Romance, Drama, Sports","Boxing, Marriage Crisis, Childhood Friends' Relationship, Morally Ambiguous Male Lead, Childhood Crush, Mad Dog, Car Accident, Impulsive Male Lead, Benevolent Father, Secret Crush"
962,https://mydramalist.com/3351-feast-of-the-gods/cast,Feast of the Gods, South Korea ," Feb  4, 2012 - May 20, 2012"," Saturday, Sunday", 32, 1 hr. 5 min.,MBC,/people/28687-lee-dong-yoon,/people/28689-jo-eun-jung,"/people/256-sung-yoo-ri, /people/554-joo-sang-wook, /people/941-seo-hyun-jin, /people/1782-lee-sang-woo",1255.75,2899,7.4,1179,2997,"Comedy, Romance, Drama, Melodrama",Food
963,https://mydramalist.com/10351-mama-2014/cast,Mama, South Korea ," Aug  2, 2014 - Oct 19, 2014"," Saturday, Sunday", 24, 1 hr. 5 min.,MBC,/people/17298-kim-sang-hyub,/people/17359-yoo-yoon-kyung,"/people/1292-song-yoon-ah, /people/7652-yoon-chan-young, /people/1562-moon-jung-hee, /people/1165-jung-joon-ho, /people/2384-hong-jong-hyun",776.6,1908,8.1,728,2987,"Romance, Drama, Melodrama","Mother-Son Relationship, Terminal Illness, Age Gap [Drama Life], Age Gap [Real Life], Single Mother Female Lead, Hot-tempered Female Lead, Return To Hometown, Family Relationship, Older Woman/Younger Man, Birth Secret"
964,https://mydramalist.com/9586-endless-love-2014/cast,Endless Love, South Korea ," Jun 21, 2014 - Oct 26, 2014"," Saturday, Sunday", 37, 1 hr. 5 min.,SBS,/people/27959-lee-hyun-jik,/people/27961-na-yun-sook,"/people/537-ryu-soo-young, /people/669-hwang-jung-eum, /people/698-jung-kyung-ho, /people/255-jung-woong-in, /people/1783-shim-hye-jin, /people/1730-jun-so-min, /people/1260-cha-in-pyo, /people/1099-jung-dong-hwan, /people/291-kim-joon",1025.4444444444443,3643,7.2,677,2982,"Action, Romance, Drama, Melodrama","Childhood Friends' Relationship, Death Of A Mother, Age Gap [Real Life], Brothers' Relationship, Soap Opera, Multiple Mains, Death, Murder, Love Triangle, Friendship"
965,https://mydramalist.com/16287-the-promise/cast,The Promise, South Korea ," Feb  1, 2016 - Jun 24, 2016"," Monday, Tuesday, Wednesday, Thursday, Friday", 102, 35 min.,KBS2,/people/21337-jun-woo-sung,"/people/22514-heo-in-moo, /people/22519-kim-yeon-sin","/people/1744-seo-joon-young, /people/2521-lee-yoo-ri, /people/1664-song-jong-ho, /people/8566-park-ha-na",397.5,894,7.6,950,2980,"Romance, Melodrama","Soap Opera, Unexpected Pregnancy, Family Relationship, Separation At Birth, Miscarriage, Birth Secret, Revenge"
966,https://mydramalist.com/26138-we-are-peaceful-brothers/cast,We Are Peaceful Brothers, South Korea ," Oct 20, 2017 - Dec  8, 2017"," Wednesday, Friday", 15, 5 min.,Naver TV Cast,n/a,n/a,"/people/16415-steven-sanghyun-noh, /people/11693-kim-min-kyu, /people/10015-kim-da-ye",943.3333333333334,2515,7.8,1140,2969,"Comedy, Romance, Life, Youth","Bromance, Cohabitation, Web Series, Adapted From A Webtoon, Rich Female Lead, Nice Male Lead, Gaming, Unrequited Love, Misunderstanding, Love Triangle"
967,https://mydramalist.com/31284-babel/cast,Tower of Babel, South Korea ," Jan 27, 2019 - Mar 24, 2019"," Saturday, Sunday", 16, 60 min.,"TV Chosun, Viki",/people/18914-yoon-sung-shik,/people/22999-kwon-soon-won,"/people/608-park-shi-hoo, /people/638-jang-hee-jin",690.0,983,7.4,718,2968,"Mystery, Business, Law, Romance","Revenge, Infidelity, Domestic Violence, Actress Female Lead, Pregnant Female Lead, Prosecutor Male Lead, Flashback To Past, Attempted Assault, Wealth Obsession, Impulsive Male Lead"
968,https://mydramalist.com/21779-109-strange-things/cast,109 Strange Things, South Korea ," Feb  1, 2017 - Feb 16, 2017"," Wednesday, Thursday", 6, 13 min.,Naver TV Cast,n/a,n/a,"/people/2145-choi-tae-joon, /people/12424-jung-chae-yeon, /people/15589-jo-seung-hee",875.0,1919,6.7,1112,2956,"Romance, Youth, Sci-Fi","Short Length Series, Web Series, University, Miniseries, Android, Interspecies Romance, Artificial Intelligence, Robot, Student, Time Travel"
969,https://mydramalist.com/3157-take-care-of-us-captain/cast,"Take Care Of Us, Captain", South Korea ," Jan  4, 2012 - Mar  8, 2012"," Wednesday, Thursday", 20, 1 hr. 10 min.,SBS,/people/20495-joo-dong-min,n/a,"/people/231-gu-hye-seon, /people/2883-yoo-sun, /people/1729-clara, /people/1289-lee-chun-hee, /people/404-ji-jin-hee",646.0,1723,7.0,1302,2953,"Romance, Drama","Airport Setting, Plane Setting, Pilot Male Lead, Hidden Past, Love Triangle"
970,https://mydramalist.com/715509-mental-coach-je-gal-gil/cast,Mental Coach Jegal, South Korea ," Sep 12, 2022 - Nov  1, 2022"," Monday, Tuesday", 16, 1 hr. 10 min.,tvN,/people/16509-son-jung-hyun,/people/17486-kim-ban-di,"/people/5124-jung-woo, /people/10894-lee-yoo-mi, /people/1272-kwon-yool, /people/2724-park-se-young, /people/38741-moon-yoo-kang",370.2,491,7.9,735,2942,"Comedy, Drama, Sports","Slight Romance, Slow Burn Romance, Coach Male Lead, Athlete Female Lead, Short Track Speed Skating, Former Athlete Male Lead, Multiple Mains, Age Gap [Drama Life], Age Gap [Real Life], Doctor Female Lead"
971,https://mydramalist.com/11962-after-school-lucky-or-not-2/cast,After School: Lucky or Not 2, South Korea ," Nov 26, 2014 - Jan  1, 2015",n/a, 12, 15 min.,Naver TV Cast,n/a,n/a,"/people/6776-kang-tae-oh, /people/8901-alice, /people/9029-han-ji-seok, /people/6852-yoo-il, /people/6853-lee-tae-hwan, /people/6777-gong-myung",1026.8333333333333,2377,7.2,1102,2917,"Comedy, Youth, Fantasy","Web Series, Teenager Female Lead, Short Length Series, Slight Romance, High School, Student, School, Friendship"
972,https://mydramalist.com/706541-best-mistake-season-3/cast,Best Mistake Season 3, South Korea ," Dec 28, 2021 - Feb 17, 2022"," Tuesday, Thursday", 16, 25 min.,vLive,n/a,n/a,"/people/29927-lee-eun-jae, /people/15953-kang-yul, /people/16883-kim-won-pil, /people/20764-kang-hye-won, /people/26457-yoon-hyun-suk",142.0,275,7.2,846,2912,"Comedy, Romance, Youth, Drama","University, School, Friendship, Love Triangle, Student, Multiple Couples, Character Development, Ex-Boyfriend Comes Back, Break Up, Unrequited Love"
973,https://mydramalist.com/28325-secret-mother/cast,Secret Mother, South Korea ," May 12, 2018 - Jul  7, 2018", Saturday, 32, 30 min.,SBS,/people/18953-park-yong-soon,/people/18954-hwang-young-jin,"/people/1292-song-yoon-ah, /people/609-kim-so-yeon, /people/1892-song-jae-rim, /people/4473-kim-tae-woo",910.5,1604,7.9,737,2889,"Thriller, Mystery, Psychological, Drama","Suspense, Family, Doctor Female Lead, Memory Manipulation, Crime Against Children, Housewife Bullying, Motherhood, Disappearance, Elementary School, Hidden Identity"
974,https://mydramalist.com/26030-the-most-beautiful-goodbye-in-the-world/cast,The Most Beautiful Goodbye, South Korea ," Dec  9, 2017 - Dec 17, 2017"," Saturday, Sunday", 4, 1 hr. 10 min.,tvN,/people/16054-hong-jong-chan,/people/15904-noh-hee-kyung,"/people/8903-won-mi-kyung, /people/2487-yoo-dong-geun, /people/1150-kim-young-ok, /people/557-choi-ji-woo, /people/1422-choi-min-ho",1233.2,4843,8.0,564,2887,"Life, Melodrama","Neurological Disorder, Tearjerker, Miniseries, Alzheimer's Disease, Terminal Illness, Family"
975,https://mydramalist.com/13479-jumping-girl/cast,Jumping Girl, South Korea ," Apr 27, 2015 - Apr 28, 2015"," Monday, Tuesday", 15, 10 min.,Daum Kakao TV,n/a,n/a,"/people/4297-luna, /people/9476-u-kwon, /people/9477-hana, /people/9478-b-bomb",47.5,84,6.4,1288,2831,"Romance, Drama","Entertainment Industry, Web Series, Famous Lead/Common Lead, Secondary Couple, Adapted From A Webtoon, Clumsy Female Lead, Idol Male Lead, Bodyguard Female Lead, Short Length Series, Arrogant Male Lead"
976,https://mydramalist.com/27187-rich-family-s-son/cast,Rich Family's Son, South Korea ," Mar 25, 2018 - Oct  7, 2018", Sunday, 100, 30 min.,MBC,"/people/17373-choi-chang-wook, /people/31069-shim-soo-yeon",/people/17374-kim-jung-soo,"/people/8562-kim-joo-hyun, /people/1270-kim-ji-hoon, /people/1190-lee-kyu-han, /people/1139-hong-soo-hyun",388.5,916,7.5,478,2826,"Romance, Drama, Melodrama","Father-Daughter Relationship, Sismance, Multiple Couples, Riches To Rags, Arranged Marriage, Childhood Friends' Relationship, Chauffeur Supporting Character, Personal Assistant Supporting Character, Neighbors' Relationship, Chef Supporting Character"
977,https://mydramalist.com/31577-stop-me-and-i-won-t-stop-19/cast,Want More 19, South Korea ," Oct 24, 2018 - Nov 14, 2018"," Wednesday, Sunday", 7, 10 min.,"Naver TV Cast, vLive",n/a,/people/57309-choi-yo-ji,"/people/21525-sin-gi-hwan, /people/21022-jung-ha-joon, /people/18598-nam-yoon-soo, /people/14474-jun-yoo-rim, /people/16597-lee-jung-ha",307.2,1147,7.6,1397,2818,"Comedy, Romance, Drama","Multiple Mains, Miniseries, High School, Web Series, Student, Multiple Couples, School, Friendship"
978,https://mydramalist.com/32274-my-daughter-is-the-kindest/cast,Mother of Mine, South Korea ," Mar 23, 2019 - Sep 22, 2019"," Saturday, Sunday", 108, 35 min.,KBS2,/people/67273-kim-jong-chang,/people/23357-jo-jung-seon,"/people/3568-kim-hae-sook, /people/609-kim-so-yeon, /people/2883-yoo-sun, /people/20029-kim-ha-kyung, /people/2384-hong-jong-hyun, /people/1164-ki-tae-young, /people/30567-lee-won-jae",583.0,1908,7.7,965,2811,"Business, Romance, Life, Melodrama","Family Relationship, Mother-Daughter Relationship, Writer Female Lead, Older Man/Younger Woman, Rich Male Lead, Marriage, Smart Male Lead, Co-workers' Relationship, Workplace Setting, Office Worker Female Lead"
979,https://mydramalist.com/10944-rosy-lovers/cast,Rosy Lovers, South Korea ," Oct 18, 2014 - Apr 12, 2015"," Saturday, Sunday", 52, 1 hr. 4 min.,MBC,/people/21123-yoon-jae-moon,/people/21122-kim-sa-kyung,"/people/1320-lee-jang-woo, /people/4870-han-sun-hwa",439.5,506,7.3,797,2801,"Romance, Family","Cold Female Lead, Naive Female Lead, Multiple Couples, Melodrama"
980,https://mydramalist.com/5412-ohlala-couple/cast,Ohlala Couple, South Korea ," Oct  1, 2012 - Nov 27, 2012"," Monday, Tuesday", 18, 1 hr. 3 min.,KBS2,"/people/15936-lee-jung-sub, /people/21337-jun-woo-sung",/people/20897-choi-soon-shik,"/people/286-shin-hyun-joon, /people/988-kim-jung-eun, /people/2378-han-chae-ah, /people/1337-han-jae-suk",134.0,227,6.7,1236,2796,"Comedy, Romance, Drama, Supernatural","Extramarital Affair, Redemption, Second Chance Romance, Infidelity, Identity Swap, Body Swap"
981,https://mydramalist.com/702551-the-mansion/cast,Rose Mansion, South Korea ," May 13, 2022 - May 27, 2022", Friday, 12, 45 min.,TVING,/people/24161-chang,/people/72299-yoo-kab-yeol,"/people/7310-im-ji-yeon, /people/3973-yoon-gyun-sang",1289.5,2189,7.7,535,2794,"Thriller, Mystery","Hacker Supporting Character, Secretary Supporting Character, Detective Fiction, Detective Supporting Character, Detective Male Lead, Stubborn Male Lead, Sisters' Relationship, Animal Death, Sexual Harassment, Secret"
982,https://mydramalist.com/696043-queen-s-house/cast,Show Window: The Queen's House, South Korea ," Nov 29, 2021 - Jan 18, 2022"," Monday, Tuesday", 16, 1 hr. 5 min.,"Channel A, Viki",/people/89405-kang-sol,/people/88131-han-bo-kyung,"/people/1292-song-yoon-ah, /people/1404-lee-sung-jae, /people/1730-jun-so-min, /people/1641-hwang-chan-sung",542.75,738,7.6,651,2789,"Thriller, Mystery, Romance, Drama","Betrayed By A Lover, Mistress Female Lead, Married Life, Extramarital Affair, Brother-Sister Relationship, Protective Brother, Dysfunctional Family, Rich Family, Family Relationship, Deception"
983,https://mydramalist.com/3657-can-love-become-money/cast,Can Love Become Money, South Korea ," Mar  3, 2012 - May  6, 2012"," Saturday, Sunday", 20, 1 hr. 5 min.,MBN,/people/21582-han-cheol-soo,/people/21579-do-hyeon-jeong,"/people/541-uhm-ji-won, /people/671-yeon-jung-hoon, /people/1429-wang-bit-na, /people/3339-jo-yeon-woo",227.75,522,7.3,1293,2784,"Business, Comedy, Romance","Betrayal, Cohabitation, Boss-Employee Relationship, Riches To Rags, Rich Man/Poor Woman"
984,https://mydramalist.com/16371-mrs.-cop-2/cast,Mrs. Cop Season 2, South Korea ," Mar  5, 2016 - May  8, 2016"," Saturday, Sunday", 20, 1 hr. 4 min.,SBS,"/people/17104-kim-jung-hyun, /people/18406-yoo-in-shik",/people/23683-hwang-joo-ha,"/people/873-kim-sung-ryung, /people/1249-kim-min-jong, /people/234-kim-bum",1709.3333333333333,4750,7.4,734,2756,"Mystery, Drama","Teamwork, Villain Likes The Lead, Smart Female Lead, Sassy Female Lead, Smart Male Lead, Police Procedural, Strong Female Lead, Investigation, Detective"
985,https://mydramalist.com/8473-can-we-love/cast,Can We Love?, South Korea ," Jan  6, 2014 - Mar 11, 2014"," Monday, Tuesday", 20, 60 min.,jTBC,/people/17007-kim-yoon-cheol,/people/20022-noh-ji-sul,"/people/336-eugene, /people/690-uhm-tae-woong, /people/4403-kim-yoo-mi, /people/1097-choi-jung-yoon, /people/296-kim-sung-soo",238.8,689,7.3,1084,2746,"Romance, Drama, Family","School Friends' Relationship, Nice Ex-husband, First Love Returns, Divorced Female Lead, Damsel In Distress, Evil Mother-in-Law, Multiple Mains, Teenage Pregnancy, Mother-Son Relationship, Mother-Daughter Relationship"
986,https://mydramalist.com/33195-doctor-detective/cast,Doctor Detective, South Korea ," Jul 17, 2019 - Sep  5, 2019"," Wednesday, Thursday", 32, 35 min.,SBS,/people/28867-park-joon-woo,/people/28865-song-yoon-hee,"/people/1590-park-jin-hee, /people/1443-bong-tae-gyu, /people/621-lee-ki-woo",246.66666666666666,562,7.7,552,2737,"Thriller, Mystery, Drama, Medical","Ex-spouse Relationship, Doctor Female Lead, Doctor Male Lead, Teamwork, Heir, Corruption, Eccentric Male Lead, Strong Female Lead, Based On True Story, Investigation"
987,https://mydramalist.com/730995-bad-girlfriend/cast,Bad Girlfriend, South Korea ," Jul  5, 2022 - Aug 11, 2022"," Tuesday, Thursday", 12, 15 min.,"Naver TV Cast, Viki, vLive",/people/106407-lee-si-young,/people/106447-park-jung-yoon,"/people/69731-byeon-seo-yoon, /people/15531-park-young-woon, /people/39535-gun",90.66666666666667,177,6.7,871,2729,"Romance, Drama","Infidelity, Workplace Romance, Boss-Employee Relationship, Web Series, Older Woman/Younger Man, Team Leader Male Lead, Short Length Series, Long Time Friends, Love Triangle, Workplace Setting"
988,https://mydramalist.com/6342-the-queen-of-office/cast,The Queen of Office, South Korea ," Apr  1, 2013 - May 21, 2013"," Monday, Tuesday", 16, 1 hr. 10 min.,KBS2,"/people/26633-jun-chang-geun, /people/56185-no-sang-hoon",/people/16380-yoon-nan-joong,"/people/1122-oh-ji-ho, /people/1176-kim-hye-soo, /people/1273-jung-yoo-mi, /people/4947-jun-hye-bin, /people/1953-jo-kwon, /people/1885-lee-hee-joon",433.8333333333333,799,7.4,793,2722,"Business, Comedy, Romance, Drama","Contract Employee Female Lead, Workplace Setting, Office Setting, Arrogant Male Lead, Food Industry, Workplace Romance, Hardworking Female Lead, Impulsive Male Lead, Clumsy Female Lead, Weak Female Lead"
989,https://mydramalist.com/35557-i-am-not-a-robot/cast,Not a Robot, South Korea ," May 27, 2019 - Jul  3, 2019"," Monday, Wednesday", 12, 12 min.,Naver TV Cast,n/a,/people/29291-kim-yi-rang,"/people/12046-lee-soo-min, /people/17946-ji-min-hyuk",192.0,192,7.6,857,2718,"Romance, Youth, Sci-Fi","Android, Shy Female Lead, High School, Web Series, Student, Robot, Secret, Hidden Identity, Friends To Enemies, Childhood Friends' Relationship"
990,https://mydramalist.com/32779-re-feel/cast,Re-Feel, South Korea ," Jan 10, 2019 - Feb  2, 2019"," Thursday, Saturday", 8, 10 min.,"Naver TV Cast, vLive",n/a,n/a,"/people/30515-lee-chan-hyung, /people/23150-jeon-hye-yeon",181.0,330,7.5,1149,2717,"Comedy, Romance, Youth, Drama","Miniseries, Web Series, Jealousy, Love Triangle, Part-time Worker, Different Timelines, Unrequited Love, Heartbreak, Calm Male Lead, Strong Female Lead"
991,https://mydramalist.com/69101-i-ll-get-off-from-earth/cast,Let Me Off the Earth, South Korea ," Sep 11, 2020 - Aug  6, 2021", Friday, 45, 13 min.,"Naver TV Cast, vLive","/people/49551-kim-joon-mo, /people/57921-wang-hye-ryung, /people/108747-kang-min-kyung, /people/109311-im-jung-seop","/people/43507-jung-soo-yoon, /people/82293-lee-ye-dam, /people/109103-chae-ye-won","/people/51019-cho-han-gyeol, /people/51103-park-ye-jin, /people/51151-ahn-se-min, /people/51181-kim-ji-woo",42.75,83,7.6,555,2715,"Romance, Youth, Drama, Fantasy","Short Length Series, Time Loop, Web Series, High School, School Bullying, Secret Crush, Student, Friendship, Transfer Student, Sci-Fi"
992,https://mydramalist.com/30887-yg-future-strategy-office/cast,YG Future Strategy Office, South Korea ," Oct  5, 2018", Friday, 8, 25 min.,Netflix,/people/20517-park-joon-soo,n/a,/people/389-seung-ri,384.0,384,7.2,1298,2711,"Music, Business, Comedy","Web Series, Black Comedy, Mockumentary, Workplace Setting, Entertainment Industry, K-Pop, Miniseries"
993,https://mydramalist.com/26779-short/cast,Short, South Korea ," Feb 12, 2018 - Feb 20, 2018"," Monday, Tuesday", 4, 50 min.,"OCN, Viki",/people/17519-kim-young-min,/people/17520-kim-jung-ae,"/people/6776-kang-tae-oh, /people/9758-yeo-hwi-hyung",1378.0,2377,7.7,950,2698,"Comedy, Romance, Life, Sports","Miniseries, Short Track Speed Skating, Competition, Grandpa-Grandson Relationship, Winter Sport, University, Female Rivalry, Debt, Student, Audition"
994,https://mydramalist.com/22928-lovers-in-bloom/cast,Lovers in Bloom, South Korea ," May 29, 2017 - Nov 10, 2017"," Monday, Tuesday, Wednesday, Thursday, Friday", 120, 35 min.,KBS1,/people/20898-go-young-tak,"/people/20899-lee-hae-jung, /people/20901-yeom-il-ho","/people/545-im-soo-hyang, /people/2119-do-ji-han, /people/8082-lee-chang-wook, /people/10226-lee-eun-hyung, /people/1213-nam-bo-ra",489.6,1151,7.5,760,2683,"Comedy, Romance, Melodrama","Workplace Setting, Police Department Setting, Boxer Female Lead, Police Officer Female Lead, Police Officer Male Lead, Stubborn Female Lead, Arrogant Male Lead, Strict Mother, Good And Evil, Cold Male Lead"
995,https://mydramalist.com/703997-romanced/cast,Romanced, South Korea ," Jun 17, 2021 - Aug  6, 2021", Thursday, 8, 15 min.,n/a,n/a,n/a,"/people/71991-kim-jae-won, /people/21066-kim-ye-eun, /people/29169-choi-shi-hoon, /people/73581-kwak-ye-heon",52.75,98,7.7,1066,2672,"Mystery, Romance","Theater Setting, Short Length Series, University, Steamy Kiss, Secret Relationship, Jealousy, Miniseries, Web Series, Student, Revenge"
996,https://mydramalist.com/39199-in-seoul/cast,IN-SEOUL, South Korea ," Jul 29, 2019 - Sep 16, 2019"," Monday, Tuesday", 15, 15 min.,"jTBC, vLive",/people/44373-im-ji-eun,/people/43507-jung-soo-yoon,"/people/5428-do-hee, /people/1316-jang-young-nam, /people/23633-ryeo-woon, /people/14051-kim-yeon-seo",445.5,684,7.6,1059,2667,"Youth, Drama","High School To College, Mother-Daughter Relationship, Slight Romance, Student, Secret Crush, High School, Web Series, Friendship, Short Length Series, Stubborn Female Lead"
997,https://mydramalist.com/31232-wind-bell/cast,Wind-Bell, South Korea ," Jan 18, 2019 - Jan 27, 2019"," Friday, Monday, Tuesday, Wednesday, Thursday, Saturday, Sunday", 10, 11 min.,"Naver TV Cast, Viki",n/a,n/a,"/people/4081-jung-jin-young, /people/7599-mina",1372.0,2577,7.2,999,2645,"Romance, Drama, Family","Miniseries, Web Series, Family Relationship, Writer Male Lead, Editor Female Lead, Short Length Series, Tourism, Nice Male Lead"
998,https://mydramalist.com/23113-mojito/cast,Casting a Spell to You, South Korea ," Dec  9, 2021", Thursday, 16, 60 min.,n/a,n/a,n/a,"/people/1137-sung-joon, /people/7310-im-ji-yeon, /people/803-baek-sung-hyun, /people/2421-kim-yoon-hye",896.25,2356,7.6,194,2641,"Comedy, Romance, Drama","Nyctophobia, Web Series, Mental Illness, Phobia"
999,https://mydramalist.com/66527-revolutionary-sisters/cast,Revolutionary Sisters, South Korea ," Mar 13, 2021 - Sep 18, 2021"," Saturday, Sunday", 50, 1 hr. 10 min.,KBS2,/people/33195-lee-jin-seo,/people/22520-moon-young-nam,"/people/1732-yoon-joo-sang, /people/5465-hong-eun-hee, /people/4947-jun-hye-bin, /people/7883-go-won-hee, /people/16105-kim-kyung-nam, /people/3022-lee-bo-hee, /people/1695-lee-byung-joon",283.2857142857143,922,7.4,502,2631,"Thriller, Comedy, Romance, Drama","Suspense, Rape, Death, Murder, Public Officer Female Lead, Guitarist Male Lead, Musician Male Lead, Singer Male Lead, Strict Parent, Righteous Female Lead"
1000,https://mydramalist.com/52795-4-reasons-why-i-hate-christmas/cast,4 Reasons Why I Hate Christmas, South Korea ," Dec  7, 2019 - Dec 25, 2019"," Wednesday, Saturday", 6, 16 min.,"Naver TV Cast, vLive",/people/57919-yoo-hee-woon,/people/49567-bang-yoo-jung,"/people/21014-park-shi-an, /people/36335-mun-sang-min, /people/33205-jung-hwi-young, /people/14051-kim-yeon-seo",161.25,450,7.5,1220,2619,"Comedy, Romance, Drama","Christmas, Part-time Worker, Web Series, Break Up, Short Length Series, Miniseries, Cold Male Lead, Multiple Couples, Co-workers' Relationship, Youth"
1001,https://mydramalist.com/48477-like/cast,Like, South Korea ," Sep 30, 2019 - Dec 19, 2019"," Monday, Thursday", 24, 15 min.,"Naver TV Cast, vLive",n/a,n/a,"/people/30241-kim-yu-an, /people/28277-kim-kang-min, /people/28093-seo-ji-hye, /people/21661-yoo-jung-woo",129.75,222,7.7,1016,2603,"Comedy, Romance, Youth","High School, Friendship, Web Series, Love Triangle, Break Up, Friends To Lovers, Teenager Supporting Character, Teenager Female Lead, Teenager Male Lead, Short Length Series"
1002,https://mydramalist.com/698835-second-husband/cast,Second Husband, South Korea ," Aug  9, 2021 - Apr  5, 2022"," Monday, Tuesday, Wednesday, Thursday, Friday", 150, 35 min.,MBC,n/a,/people/22125-seo-hyun-joo,"/people/15194-lee-chang-yup, /people/2886-uhm-hyun-kyung, /people/5459-oh-seung-ah, /people/5431-han-ki-woong",100.25,166,7.6,618,2591,"Romance, Drama, Melodrama","Revenge, Wrongfully Accused, Age Gap [Real Life], Positive Female Lead, Soap Opera, Infidelity, Family"
1003,https://mydramalist.com/6613-i-summon-you-gold/cast,"I Summon You, Gold!", South Korea ," Apr  6, 2013 - Sep 22, 2013"," Saturday, Sunday", 50, 1 hr. 5 min.,MBC,"/people/18020-lee-hyung-sun, /people/54413-yoon-ji-hoon, /people/66633-choi-eun-gyung",/people/28447-ha-chung-ok,"/people/438-han-ji-hye, /people/671-yeon-jung-hoon, /people/1652-baek-jin-hee, /people/2195-park-seo-joon, /people/1656-kim-hyung-jun",3133.2,14163,7.1,889,2587,"Business, Romance, Family",
1004,https://mydramalist.com/13559-cheo-yong-2/cast,Cheo Yong 2, South Korea ," Aug 23, 2015 - Oct 18, 2015", Sunday, 10, 1 hr. 15 min.,OCN,/people/21136-kang-cheol-woo,/people/21133-hong-seung-hyun,"/people/1122-oh-ji-ho, /people/5889-jun-hyo-sung, /people/3211-ha-yun-joo",223.0,406,7.9,1046,2582,"Mystery, Drama, Supernatural","Ghost-seeing Male Lead, Detective Fiction, Ghost Female Lead, Detective Male Lead, Miniseries, Death, Murder, Ghost, Investigation"
1005,https://mydramalist.com/3484-twelve-men-in-a-year/cast,Twelve Men in a Year, South Korea ," Feb 15, 2012 - Apr  5, 2012"," Wednesday, Thursday", 16, 1 hr. 5 min.,tvN,/people/20207-oh-jong-rok,/people/16733-hwang-jo-yoon,"/people/925-ohn-joo-wan, /people/1634-yoon-jin-seo, /people/1735-lee-yong-woo",192.66666666666666,459,7.1,898,2552,"Comedy, Romance, Life",Writer Female Lead
1006,https://mydramalist.com/689509-her-bucketlist/cast,Her Bucket List, South Korea ," Dec 31, 2021", Friday, 10, 20 min.,Daum Kakao TV,/people/19001-hwang-gyeong-seong,/people/19001-hwang-gyeong-seong,"/people/14438-kim-so-hye, /people/9481-na-jong-chan, /people/10750-kim-woo-rin, /people/16825-im-se-joon",285.75,805,7.3,892,2552,"Comedy, Romance, Drama","Web Series, Best Friends' Relationship, Singer Male Lead, Miniseries, Death, Adapted From A Webtoon, Music, Friendship"
